canonical_name,source_path,kind,core_authority,host_entrypoint,runtime_reachable,save_owner,test_surface,classification,risk,evidence_source,status_confidence
VerdictNpcSystem,Assets/Ashfall.Core/Verdict/VerdictNpcSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VerdictPanel,src/VerdictPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
VerdictRadioSystem,Assets/Ashfall.Core/Verdict/VerdictRadioSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: VerdictRadioSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VerdictSave,Assets/Ashfall.Core/Verdict/VerdictSave.cs,save DTO/codec,yes,indirect,proven,system (CaptureState),Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
VerdictSaveStore,src/Host/VerdictSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
VerdictSystem,Assets/Ashfall.Core/VerdictSystem.cs,gameplay system,yes,direct,proven,VerdictSaveStore,none,LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
VinylMoraleHostSave,src/Host/VinylMoraleSaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: ExpandedShelterSaveChecksumTests.cs),LIVE_GODOT,LOW,codebase scan,verified
VinylMoraleHostSession,src/Host/VinylMoraleHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VinylMoralePanel,src/UI/VinylMoralePanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
VinylMoraleSaveStore,src/Host/VinylMoraleSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
VinylMoraleSystem,Assets/Ashfall.Core/VinylMoraleSystem.cs,gameplay system,yes,direct,proven,VinylMoraleSaveStore,Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VinylRecordCatalog,Assets/Ashfall.Core/Narrative/VinylRecordCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: VinylRecordCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VoluntaryRegisterSystem,Assets/Ashfall.Core/VoluntaryRegisterSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
VouchAccessSystem,Assets/Ashfall.Core/VouchAccessSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (6 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WarlordDoctrineCatalog,Assets/Ashfall.Core/Warlords/WarlordDoctrineCatalog.cs,catalog,yes,indirect,proven,none,Core tests (1 suites: WarlordDoctrineTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WarlordDoctrineSystem,Assets/Ashfall.Core/Warlords/WarlordDoctrineSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
WastelandBestiaryCatalog,Assets/Ashfall.Core/Narrative/WastelandBestiaryCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: WastelandBestiaryCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WastelandCartographyCatalog,Assets/Ashfall.Core/Narrative/WastelandCartographyCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: WastelandCartographyCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WastelandExpeditionCatalog,Assets/Ashfall.Core/Narrative/WastelandExpeditionCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: WastelandExpeditionCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WastelandGazetteerCatalog,Assets/Ashfall.Core/Narrative/WastelandGazetteerCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: WastelandGazetteerCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WastelandMapSaveStore,src/Host/WastelandMapSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
WastelandMapSystem,Assets/Ashfall.Core/World/WastelandMapSystem.cs,gameplay system,yes,indirect,proven,WastelandMapSaveStore,Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WaterTreatmentHostSave,src/Host/WaterTreatmentSaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: ExpandedShelterSaveChecksumTests.cs),LIVE_GODOT,LOW,codebase scan,verified
WaterTreatmentHostSession,src/Host/WaterTreatmentHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WaterTreatmentPanel,src/UI/WaterTreatmentPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WaterTreatmentPotableCatalog,Assets/Ashfall.Core/Narrative/WaterTreatmentPotableCatalog.cs,catalog,yes,core-internal,proven (Core),none,Core tests (1 suites: WaterTreatmentPotableCatalogTests.cs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WaterTreatmentSaveStore,src/Host/WaterTreatmentSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
WaterTreatmentSystem,Assets/Ashfall.Core/WaterTreatmentSystem.cs,gameplay system,yes,direct,proven,WaterTreatmentSaveStore,Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WaystationHostSave,src/Host/WaystationSaveStore.cs,save store,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WaystationHostSession,src/Host/WaystationHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WaystationNetworkPanel,src/UI/WaystationNetworkPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WaystationSaveStore,src/Host/WaystationSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
WaystationSystem,Assets/Ashfall.Core/WaystationSystem.cs,gameplay system,yes,direct,proven,WaystationSaveStore,Core tests (10 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WeaponConditionSystem,Assets/Ashfall.Core/Combat/WeaponConditionSystem.cs,gameplay system,yes,core-internal,proven (Core),none,Core tests (1 suites: CombatWeaponConditionTests.cs),CORE_INTERNAL,LOW — reconciled as CORE_INTERNAL / DIRECT_HOSTED,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WeatherDetailPanel,src/UI/WeatherDetailPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WeatherForecastPanel,src/UI/WeatherForecastPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WeatherHistoryPanel,src/UI/WeatherHistoryPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WeatherHostSave,src/Host/WeatherSaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: BareSaveStoreSealTests.cs),LIVE_GODOT,LOW,codebase scan,verified
WeatherHostSession,src/Host/WeatherHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WeatherPanel,src/UI/WeatherPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WeatherSaveStore,src/Host/WeatherSaveStore.cs,save store,no (host),direct (host),proven,store (self),Core tests (1 suites: BareSaveStoreSealTests.cs),LIVE_GODOT,LOW,codebase scan,verified
WeatherSondePanel,src/UI/WeatherSondePanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WeatherSondeSystem,Assets/Ashfall.Core/World/WeatherSondeSystem.cs,gameplay system,yes,direct,proven,system (CaptureState),Core tests (1 suites: WeatherSondeSystemTests.cs),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
WeatherStationSystem,Assets/Ashfall.Core/WeatherStationSystem.cs,gameplay system,yes,core-internal,proven (Core),system (CaptureState),Core tests (2 suites),CORE_INTERNAL,LOW — reconciled as CORE_INTERNAL / DIRECT_HOSTED,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WeatherSystem,Assets/Ashfall.Core/World/WeatherSystem.cs,gameplay system,yes,direct,proven,WeatherSaveStore,Core tests (7 suites),LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
WeightOfChoicesSave,Assets/Ashfall.Core/Factions/WeightOfChoicesSave.cs,save DTO/codec,yes,core-internal,proven (Core),system (CaptureState),Core tests (1 suites: WeightOfChoicesSaveTests.cs),CORE_INTERNAL,LOW,codebase scan,verified
WildlifeMigrationSystem,Assets/Ashfall.Core/WildlifeMigrationSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: WorldSaveablesTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WildlifeTrappingHostSave,src/Host/WildlifeTrappingSaveStore.cs,save store,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WildlifeTrappingHostSession,src/Host/WildlifeTrappingHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WildlifeTrappingPanel,src/UI/WildlifeTrappingPanel.cs,ui panel,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,codebase scan,verified
WildlifeTrappingSaveStore,src/Host/WildlifeTrappingSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
WildlifeTrappingSystem,Assets/Ashfall.Core/WildlifeTrappingSystem.cs,gameplay system,yes,direct,proven,WildlifeTrappingSaveStore,Core tests (3 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WireConfessionCatalog,Assets/Ashfall.Core/Narrative/WireConfessionCatalog.cs,catalog,yes,core-internal,proven (Core),none,CatalogIntegrityValidator (129 catalogs),CORE_INTERNAL,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WitnessCatalog,Assets/Ashfall.Core/Narrative/WitnessCatalog.cs,catalog,yes,indirect,proven,none,Core tests (1 suites: MusterContentCatalogTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WorkshopReverseEngineeringSystem,Assets/Ashfall.Core/WorkshopReverseEngineeringSystem.cs,gameplay system,yes,core-internal,proven (Core),system (CaptureState),Core tests (2 suites),CORE_INTERNAL,LOW — reconciled as CORE_INTERNAL / DIRECT_HOSTED,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WorldHostSave,src/Host/WorldSaveStore.cs,save store,no (host),direct (host),proven,none,Core tests (1 suites: SaveStoreChecksumSweepTests.cs),LIVE_GODOT,LOW,codebase scan,verified
WorldHostSession,src/Host/WorldHostSession.cs,host session,no (host),direct (host),proven,system (CaptureState),Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
WorldSaveStore,src/Host/WorldSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
WorldSystem,Assets/Ashfall.Core/WorldSystem.cs,gameplay system,yes,direct,proven,WorldSaveStore,none,LIVE_CORE + LIVE_GODOT,LOW,30_SUBSYSTEMS_FORENSIC_REPORT.md,verified
YearOfAshDeepFreezeSystem,Assets/Ashfall.Core/YearOfAsh/YearOfAshDeepFreezeSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (7 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
YearOfAshHostSession,src/YearOfAsh/YearOfAshHostSession.cs,host session,no (host),direct (host),proven,none,Godot headless selftests,LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
YearOfAshRadonSystem,Assets/Ashfall.Core/YearOfAsh/YearOfAshRadonSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (1 suites: YearOfAshTests.cs),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
YearOfAshSave,Assets/Ashfall.Core/YearOfAsh/YearOfAshSave.cs,save DTO/codec,yes,indirect,proven,system (CaptureState),Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,codebase scan,verified
YearOfAshSaveStore,src/YearOfAsh/YearOfAshSaveStore.cs,save store,no (host),direct (host),proven,store (self),none,LIVE_GODOT,LOW,codebase scan,verified
YearOfAshTimelineSystem,Assets/Ashfall.Core/YearOfAsh/YearOfAshTimelineSystem.cs,gameplay system,yes,indirect,proven,system (CaptureState),Core tests (2 suites),LIVE_CORE + LIVE_GODOT,LOW,57_SUBSYSTEMS_FORENSIC_REPORT_FINAL.md,verified
